china_beijing_holiday_inn_central_plaza,holiday inn central plaza,http://www.tripadvisor.com/ShowUserReviews-g294212-d325490-r50542688-Holiday_Inn_Central_Plaza-Beijing.html,no.1 caiyuan street  xuanwu district,beijing,-1,China,100053,-1,-1,247,4.786407766990291,4.631067961165049,4.733009708737864,3.5533980582524274,4.699029126213592,0.0,4.480582524271844
china_beijing_hilton_beijing_wangfujing,hilton beijing wangfujing,http://www.tripadvisor.com/ShowUserReviews-g294212-d1146087-r50273481-Hilton_Beijing_Wangfujing-Beijing.html,no.8 wangfujing east street   dongcheng,beijing,-1,China,100006,-1,-1,74,4.810344827586207,4.844827586206897,4.758620689655173,4.827586206896552,4.517241379310345,0.0,4.751724137931035
china_beijing_hotel_g,hotel g,http://www.tripadvisor.com/ShowUserReviews-g294212-d1082334-r50531611-Hotel_G-Beijing.html,a7 worker's stadium  chaoyang district,beijing,-1,China,100020,-1,-1,110,4.769230769230769,4.75,4.576923076923077,4.375,4.653846153846154,0.0,4.625
china_beijing_the_regent_beijing,the regent beijing,http://www.tripadvisor.com/ShowUserReviews-g294212-d635006-r50458177-The_Regent_Beijing-Beijing.html,no.99 jinbao street  dongcheng district,beijing,-1,China,100005,-1,-1,111,4.625,4.8125,4.4375,4.645833333333333,4.53125,0.0,4.610416666666667
china_beijing_the_st_regis_beijing,the st regis beijing,http://www.tripadvisor.com/ShowUserReviews-g294212-d301770-r50348913-The_St_Regis_Beijing-Beijing.html,no.21jianguomenwai street  chaoyang district,beijing,-1,China,100020,-1,-1,89,4.846153846153846,4.6461538461538465,4.615384615384615,4.492307692307692,4.184615384615385,0.0,4.556923076923077
china_beijing_park_plaza_beijing_wangfujing,park plaza beijing wangfujing,http://www.tripadvisor.com/ShowUserReviews-g294212-d595677-r50553853-Park_Plaza_Beijing_Wangfujing-Beijing.html,no.97 jinbao street  dongcheng district,beijing,-1,China,100005,-1,-1,280,4.796610169491525,4.6059322033898304,4.512711864406779,4.610169491525424,4.584745762711864,0.0,4.622033898305085
china_beijing_the_ritz_carlton_huamao_center,the ritz carlton huamao center,http://www.tripadvisor.com/ShowUserReviews-g294212-d603514-r48805897-The_Ritz_Carlton_Huamao_Center-Beijing.html,no.83a jianguo road  chaoyang district,beijing,-1,China,100025,-1,-1,33,4.925925925925926,4.814814814814815,4.7407407407407405,3.962962962962963,4.555555555555555,0.0,4.6
china_beijing_the_opposite_house,the opposite house,http://www.tripadvisor.com/ShowUserReviews-g294212-d1144145-r48761051-The_Opposite_House-Beijing.html,building 1  no.11 sanlitun road,beijing,-1,China,100027,-1,-1,32,4.966666666666667,4.866666666666666,4.8,4.7,4.366666666666666,0.0,4.739999999999999
china_beijing_double_happiness_courtyard_hotel,double happiness courtyard hotel,http://www.tripadvisor.com/ShowUserReviews-g294212-d813642-r50556359-Double_Happiness_Courtyard_Hotel-Beijing.html,no.37 dongsi sitiao  dongcheng district,beijing,-1,China,100010,-1,-1,35,4.666666666666667,4.333333333333333,4.606060606060606,4.242424242424242,4.454545454545454,0.0,4.460606060606061
china_beijing_intercontinental_financial_street_beijing,intercontinental financial street beijing,http://www.tripadvisor.com/ShowUserReviews-g294212-d573849-r47561902-InterContinental_Financial_Street_Beijing-Beijing.html,no.11 financial street  xicheng district,beijing,-1,China,100140,-1,-1,69,4.80327868852459,4.819672131147541,4.508196721311475,3.80327868852459,4.409836065573771,0.0,4.468852459016393
china_beijing_michael_s_house_in_beijing,michael s house in beijing,http://www.tripadvisor.com/ShowUserReviews-g294212-d1201658-r50274125-Michael_s_House_In_Beijing-Beijing.html,s.yard no.1 zhiqiang north garden  haidian district,beijing,-1,China,100088,-1,-1,42,4.675,4.475,4.775,4.125,4.575,0.0,4.525
china_beijing_spring_garden_courtyard_hotel,spring garden courtyard hotel,http://www.tripadvisor.com/ShowUserReviews-g294212-d634446-r50188021-Spring_Garden_Courtyard_Hotel-Beijing.html,no.11 xisi beiliutiao hutong  xisibei dajie  xi cheng dist.,beijing,-1,China,100034,-1,-1,20,4.611111111111111,4.388888888888889,4.777777777777778,4.388888888888889,4.444444444444445,0.0,4.522222222222222
china_beijing_grand_hyatt_beijing,grand hyatt beijing,http://www.tripadvisor.com/ShowUserReviews-g294212-d305304-r50209402-Grand_Hyatt_Beijing-Beijing.html,no 1 chang'an avenue dongcheng district,beijing,-1,China,100738,-1,-1,201,4.675324675324675,4.383116883116883,4.318181818181818,4.824675324675325,4.103896103896104,0.0,4.461038961038961
china_beijing_raffles_beijing_hotel,raffles beijing hotel,http://www.tripadvisor.com/ShowUserReviews-g294212-d630817-r50008013-Raffles_Beijing_Hotel-Beijing.html,no.33 east chang'an street,beijing,-1,China,100004,-1,-1,102,4.663043478260869,4.630434782608695,4.326086956521739,4.8478260869565215,4.217391304347826,0.0,4.53695652173913
china_beijing_courtyard_7,courtyard 7,http://www.tripadvisor.com/ShowUserReviews-g294212-d1141369-r50482432-Courtyard_7-Beijing.html,no.7 qian gulouyuan lane  dongcheng district,beijing,-1,China,100009,-1,-1,14,4.8,4.4,4.8,4.6,4.6,0.0,4.64
china_beijing_kellys_courtyard,kellys courtyard,http://www.tripadvisor.com/ShowUserReviews-g294212-d1202077-r48012316-Kellys_Courtyard-Beijing.html,no.25 xiaoyuan hutong of bingmasi hutong  xidan north street  xicheng district,beijing,-1,China,100034,-1,-1,8,4.875,4.5,5.0,4.375,4.875,0.0,4.725
china_beijing_the_ritz_carlton_beijing_financial_street,the ritz carlton beijing financial street,http://www.tripadvisor.com/ShowUserReviews-g294212-d604488-r48265831-The_Ritz_Carlton_Beijing_Financial_Street-Beijing.html,no.1 east jinchengfang street  financial street  xicheng district,beijing,-1,China,100032,-1,-1,30,4.884615384615385,4.923076923076923,4.653846153846154,3.923076923076923,4.576923076923077,0.0,4.592307692307692
china_beijing_templeside_deluxe_hutong_house_hotel,templeside deluxe hutong house hotel,http://www.tripadvisor.com/ShowUserReviews-g294212-d1174822-r48790101-Templeside_Deluxe_Hutong_House_Hotel-Beijing.html,no.2 baita alley  zhaodengyu road  xicheng district,beijing,-1,China,100034,-1,-1,8,4.75,4.75,5.0,4.75,4.5,0.0,4.75
china_beijing_the_peninsula_beijing,the peninsula beijing,http://www.tripadvisor.com/ShowUserReviews-g294212-d302020-r50540350-The_Peninsula_Beijing-Beijing.html,no.8 jinyu alley  wangfujing  dongcheng district,beijing,-1,China,100006,-1,-1,216,4.701492537313433,4.335820895522388,4.462686567164179,4.656716417910448,4.067164179104478,0.0,4.444776119402985
china_beijing_sofitel_wanda_beijing,sofitel wanda beijing,http://www.tripadvisor.com/ShowUserReviews-g294212-d658810-r49784134-Sofitel_Wanda_Beijing-Beijing.html,no.93 jianguo road  tower c wanda plaza  chaoyang district,beijing,-1,China,100022,-1,-1,48,4.6976744186046515,4.534883720930233,4.232558139534884,3.953488372093023,4.232558139534884,0.0,4.330232558139535
china_beijing_china_world_hotel,china world hotel,http://www.tripadvisor.com/ShowUserReviews-g294212-d302139-r50484028-China_World_Hotel-Beijing.html,no.1 jianguomenwai main street  chaoyang district,beijing,-1,China,100004,-1,-1,79,4.490566037735849,4.452830188679245,4.09433962264151,4.150943396226415,3.8679245283018866,0.0,4.211320754716981
china_beijing_legendale_hotel_beijing,legendale hotel beijing,http://www.tripadvisor.com/ShowUserReviews-g294212-d1200091-r42893679-Legendale_Hotel_Beijing-Beijing.html,no.90-92 jinbao street dongcheng district,beijing,-1,China,100005,-1,-1,2,5.0,5.0,4.0,5.0,5.0,0.0,4.8
china_beijing_marriott_hotel_beijing_city_wall,marriott hotel beijing city wall,http://www.tripadvisor.com/ShowUserReviews-g294212-d1166502-r50126161-Marriott_Hotel_Beijing_City_Wall-Beijing.html,no.7 jianguomen south main street  dongcheng district,beijing,-1,China,100005,-1,-1,33,4.515151515151516,4.606060606060606,4.121212121212121,4.03030303030303,4.0606060606060606,0.0,4.2666666666666675
china_beijing_intercontinental_beijing_beichen,intercontinental beijing beichen,http://www.tripadvisor.com/ShowUserReviews-g294212-d1113109-r47732079-InterContinental_Beijing_Beichen-Beijing.html,no.8 north sihuan middle road  chaoyang district,beijing,-1,China,100105,-1,-1,18,4.823529411764706,4.647058823529412,4.529411764705882,3.823529411764706,4.647058823529412,0.0,4.4941176470588236
china_beijing_beijing_sihe_courtyard_hotel,beijing sihe courtyard hotel,http://www.tripadvisor.com/ShowUserReviews-g294212-d653138-r50476051-Beijing_Sihe_Courtyard_Hotel-Beijing.html,no.5 dengcao hutong dongsi south street  dongcheng district,beijing,-1,China,100010,-1,-1,75,4.432835820895522,4.208955223880597,4.462686567164179,4.3283582089552235,4.149253731343284,0.0,4.316417910447761
china_beijing_kapok_hotel,kapok hotel,http://www.tripadvisor.com/ShowUserReviews-g294212-d793789-r49900023-Kapok_Hotel-Beijing.html,no.16 donghuamen street  dongcheng district,beijing,-1,China,100006,-1,-1,113,4.3428571428571425,4.3619047619047615,3.8190476190476192,4.685714285714286,4.352380952380952,0.0,4.312380952380952
china_beijing_bamboo_garden_hotel,bamboo garden hotel,http://www.tripadvisor.com/ShowUserReviews-g294212-d302853-r46511714-Bamboo_Garden_Hotel-Beijing.html,no.24 xiaoshiqiao alley  jiugulou street xicheng district,beijing,-1,China,100009,-1,-1,54,4.564102564102564,4.333333333333333,4.384615384615385,4.102564102564102,4.410256410256411,0.0,4.3589743589743595
china_beijing_hotel_new_otani_chang_fu_gong,hotel new otani chang fu gong,http://www.tripadvisor.com/ShowUserReviews-g294212-d301008-r50106054-Hotel_New_Otani_Chang_Fu_Gong-Beijing.html,no.26 jianguomenwai main street  chaoyang district,beijing,-1,China,100022,-1,-1,35,4.206896551724138,4.103448275862069,3.9655172413793105,4.275862068965517,3.9655172413793105,0.0,4.103448275862069
china_beijing_pullman_beijing_west_wanda,pullman beijing west wanda,http://www.tripadvisor.com/ShowUserReviews-g294212-d1218787-r47910980-Pullman_Beijing_West_Wanda-Beijing.html,no.18 shijingshan road shijingshan district,beijing,-1,China,100040,-1,-1,10,4.777777777777778,5.0,4.777777777777778,3.7777777777777777,5.0,0.0,4.666666666666667
china_beijing_renaissance_beijing_capital_hotel,renaissance beijing capital hotel,http://www.tripadvisor.com/ShowUserReviews-g294212-d1164295-r49224826-Renaissance_Beijing_Capital_Hotel-Beijing.html,no.61 dongsanhuan middle road  chaoyang district,beijing,-1,China,100022,-1,-1,20,4.85,4.7,4.7,4.1,4.4,0.0,4.55
china_beijing_jw_marriott_hotel_beijing,jw marriott hotel beijing,http://www.tripadvisor.com/ShowUserReviews-g294212-d813649-r48313595-JW_Marriott_Hotel_Beijing-Beijing.html,no.83 jianguo road  chaoyang district  huamao center,beijing,-1,China,100025,-1,-1,47,4.6923076923076925,4.717948717948718,3.8974358974358974,4.0256410256410255,4.051282051282051,0.0,4.276923076923078
