china_beijing_holiday_inn_central_plaza,4.480582524271844	
china_beijing_hilton_beijing_wangfujing,4.751724137931035	
china_beijing_hotel_g,4.625	
china_beijing_the_regent_beijing,4.610416666666667	
china_beijing_the_st_regis_beijing,4.556923076923077	
china_beijing_park_plaza_beijing_wangfujing,4.622033898305085	
china_beijing_the_ritz_carlton_huamao_center,4.6	
china_beijing_the_opposite_house,4.739999999999999	
china_beijing_double_happiness_courtyard_hotel,4.460606060606061	
china_beijing_intercontinental_financial_street_beijing,4.468852459016393	
china_beijing_michael_s_house_in_beijing,4.525	
china_beijing_grand_hyatt_beijing,4.461038961038961	
china_beijing_raffles_beijing_hotel,4.53695652173913	
china_beijing_the_ritz_carlton_beijing_financial_street,4.592307692307692	
china_beijing_the_peninsula_beijing,4.444776119402985	
china_beijing_sofitel_wanda_beijing,4.330232558139535	
china_beijing_china_world_hotel,4.211320754716981	
china_beijing_marriott_hotel_beijing_city_wall,4.2666666666666675	
china_beijing_beijing_sihe_courtyard_hotel,4.316417910447761	
china_beijing_kapok_hotel,4.312380952380952	
china_beijing_bamboo_garden_hotel,4.3589743589743595	
china_beijing_hotel_new_otani_chang_fu_gong,4.103448275862069	
china_beijing_jw_marriott_hotel_beijing,4.276923076923078	
china_beijing_shangri_la_hotel_beijing,3.9142857142857137	
china_beijing_crowne_plaza_hotel_beijing,4.34018691588785	
china_beijing_the_westin_beijing_financial_street,4.320481927710844	
china_beijing_hilton_beijing,4.286274509803922	
china_beijing_shangri_la_kerry_centre_hotel,4.0777777777777775	
china_beijing_sunworld_hotel_beijing,4.344444444444445	
china_beijing_grand_hotel_beijing,4.3	
china_beijing_the_westin_beijing_chaoyang,4.1416666666666675	
china_beijing_holiday_inn_express_beijing_temple_of_heaven,4.037037037037036	
china_beijing_novotel_peace_hotel,3.9256637168141593	
china_beijing_ascott_beijing,4.175	
china_beijing_prime_hotel,4.194285714285714	
china_beijing_grand_mercure_hotel_xidan,3.86031746031746	
china_beijing_days_inn_forbidden_city_beijing,4.090000000000001	
china_beijing_jianguo_hotel_qianmen_beijing,3.9263157894736844	
china_beijing_crowne_plaza_park_view_wuzhou,3.942857142857143	
china_beijing_beijing_hotel,3.2476190476190476	
china_beijing_doubletree_by_hilton_beijing,4.430769230769231	
